artist,album,track_name,track_id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
The Boo Radleys,So I Married An Axe Murderer Original Motion Picture Soundtrack,There She Goes,49NL7CMHXugSn72znOA5Nd,1988,37,0.434,0.659,7,-8.36,1,0.0346,0.000985,0.212,0.573,132.513,138560,4
Our Lady Peace,Playlist: The Very Best Of Our Lady Peace,Innocent,00wrX4c19o3QWj4JmPAX2D,1994,27,0.476,0.889,1,-5.443,1,0.0549,0,0.0798,0.796,89.035,221547,4
Oasis,[What's The Story] Morning Glory,Wonderwall,7JrUo70YjhU4S7flcJtK0k,1995,0,0.412,0.849,2,-5.625,1,0.0361,0,0.13,0.486,174.428,258907,4
Midnight Oil,20000 Watt RSL - The Midnight Oil Collection,Blue Sky Mine - Remastered,64eZ2hy7R21VDPgzeQrb9q,1997,39,0.669,0.775,1,-6.059,1,0.0275,0.00349,0.118,0.811,132.019,260160,4
Dog's Eye View,Happy Nowhere,Everything Falls Apart,4l1W5SkH8EJJ9RQEq6UFMW,1995,44,0.573,0.818,4,-5.157,1,0.0471,0,0.111,0.789,128.987,234133,4
Audioslave,Audioslave,Show Me How to Live,1Qdnvn4XlmZANCVy3XjrQo,2002,69,0.433,0.854,9,-3.868,1,0.0483,0.000177,0.162,0.368,89.4,277840,4
Fuel,Something Like Human,Hemorrhage (In My Hands),1sjrDQXqAa9V07FjKIlAQ4,2000,62,0.301,0.823,1,-4.072,1,0.0433,0.000309,0.0833,0.372,152.017,236867,4
Semisonic,Feeling Strangely Fine,Closing Time,087OBLtoeS3Q6j0k6tMNAI,1998,0,0.486,0.867,7,-5.483,1,0.0295,1.66e-06,0.155,0.281,92.757,273533,4
Stone Temple Pilots,Thank You,Interstate Love Song,600s08VdbjiyAjDGDjYSFI,2003,54,0.214,0.947,4,-5.053,1,0.0509,0.00322,0.238,0.484,170.748,193613,4
Pearl Jam,Ten,Even Flow,7vPnlEkCGmYx2Eier8YBwc,1991,0,0.406,0.889,10,-9.264,0,0.0542,4.18e-06,0.323,0.286,104.952,293667,4
Seven Mary Three,American Standard,Cumbersome,6u1yKoh00WaoSpNp46RzKF,1995,64,0.543,0.79,11,-5.932,1,0.0358,0,0.238,0.339,80.923,236973,4
Candlebox,The Candlebox Collection,Far Behind,1t1NX1DJQDcmZA0lvCnFjC,2013,49,0.552,0.645,7,-6.595,1,0.0268,1.38e-06,0.0424,0.588,89.518,299733,4
Stone Temple Pilots,Thank You,Plush - Acoustic,3ftHrCjsTUPLgI48m67byk,2003,63,0.643,0.364,5,-11.018,0,0.04,0,0.659,0.283,133.377,230293,4
Van Halen,For Unlawful Carnal Knowledge,Right Now,6N1sNzq3CArC1pMSaZTxaT,1991,55,0.529,0.662,5,-11.745,1,0.0273,0.00542,0.099,0.302,93.93,320867,4
ZZ Top,Recycler,Doubleback,57JtOe7GSDOWbIB71EOCNj,1990,44,0.655,0.673,5,-10.187,1,0.0301,0.000144,0.372,0.558,123.913,236200,4
Metallica,The 25th Anniversary Rock & Roll Hall Of Fame Concerts,Enter Sandman - Live,5zinAGcI5aZ63vmqIrUXkj,2010,19,0.324,0.891,10,-8.321,0,0.061,0.000793,0.97,0.453,137.843,374120,4
Kenny Wayne Shepherd,Trouble Is...,Blue on Black,7GRq9NUgqhxPGUUksX02fk,1997,61,0.412,0.676,7,-7.341,1,0.0266,0.112,0.209,0.557,155.431,333733,4
Damn Yankees,Damn Yankees,Coming of Age,1VMqkvlOqaH0HP0nsj1bx5,1990,47,0.563,0.866,7,-8.861,1,0.0499,0,0.579,0.582,125.884,259840,4
INXS,X,Suicide Blonde,3DPyS3odFIWQ3E2IFqHEdG,1990,51,0.644,0.97,2,-3.166,1,0.111,0.000234,0.295,0.634,120.328,232010,4
Stone Temple Pilots,Sex Type Thing (Demo),Sex Type Thing - Demo,6p4041ml7oQ7gGCJqY0gl5,2017,12,0.48,0.947,5,-5.707,1,0.0435,0.557,0.0501,0.586,137.208,204120,4
R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,31AOj9sFz2gM0O3hMARRBx,1991,83,0.666,0.855,9,-5.051,0,0.0295,1.2e-06,0.0987,0.803,125.639,268427,4
Soundgarden,Badmotorfinger,Outshined,3t365tTYiwszqaXZb2LajN,1991,0,0.499,0.752,2,-9.549,0,0.0297,0.0129,0.0874,0.612,94.614,310600,1
Pantera,Vulgar Display of Power,Walk,7fcfNW0XxTWlwVlftzfDOR,1992,73,0.43,0.704,1,-8.008,0,0.0804,0.00221,0.0933,0.703,118.242,315120,4
Bush,Sixteen Stone (Remastered),Machinehead,1Z5LCXu5Ca3sHAy6OdUrBT,1994,0,0.137,0.916,9,-4.429,1,0.101,0.00403,0.127,0.19,178.065,256333,3
Collective Soul,"Hints, Allegations & Things Left Unsaid",Shine,1HZ3cUZUw5htSFmah1V8Ko,1994,0,0.54,0.423,6,-8.799,1,0.0283,0.0884,0.152,0.353,150.135,306040,4
Porno for Pyros,Good God's Urge,Tahitian Moon,3DwzYRgOgojl0EcdOaJLYr,1996,51,0.374,0.716,7,-8.656,1,0.034,0.00111,0.195,0.35,136.757,227160,4
Bad Company,Holy Water,Holy Water,6mrN5zMwHh391zfSKgSChr,1990,46,0.511,0.727,2,-10.372,1,0.0354,1.09e-05,0.24,0.708,166.103,246240,4
L7,Bricks Are Heavy,Pretend We're Dead,3z5ggGtcs4t8pizW521gW9,1992,59,0.569,0.789,4,-8.559,1,0.0309,0.642,0.0811,0.911,115.152,235093,4
Nirvana,In Utero - 20th Anniversary Super Deluxe,The Man Who Sold The World - Live & Loud,6wbuQr8VIbgXHXp1hedMkD,1993,39,0.242,0.849,8,-7.528,1,0.0448,0.018,0.861,0.334,123.518,274653,4
Stone Temple Pilots,Core,Creep,0elH6ukMGLyCHJavHutEza,1992,57,0.66,0.567,4,-6.318,0,0.0289,0.0137,0.11,0.182,107.754,332627,4
Deftones,Around the Fur,My Own Summer (Shove It),1158ckiB5S4cpsdYHDB9IF,1997,75,0.443,0.781,1,-4.277,1,0.0377,0.205,0.166,0.372,71.841,214760,4
Nine Inch Nails,Pretty Hate Machine,Head Like a Hole,60ig0jG8TkhAwfDRUbP6Eo,1989,0,0.662,0.8,9,-11.272,1,0.0447,0.0034,0.577,0.416,115.394,299640,4
White Zombie,Best Of/20th Century,More Human Than Human,1uEuVi8nSI6Y2VzJj6DoDd,2006,0,0.649,0.947,6,-6.071,1,0.0824,0.337,0.104,0.551,101.379,268067,4
Filter,Short Bus,"Hey Man, Nice Shot - Remastered Version",6jc5gHCmrZW1XLcRM3wFlC,1995,0,0.479,0.588,2,-10.773,1,0.0339,0.709,0.319,0.305,177.014,314440,4
The Goo Goo Dolls,A Boy Named Goo,Name,1G8jae4jD8mwkXdodqHsBM,1995,64,0.464,0.701,9,-5.943,1,0.0341,0.00182,0.0766,0.407,73.97,270000,4
Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,1993,78,0.256,0.641,1,-10.283,1,0.0552,0.0329,0.0853,0.382,203.006,281160,4
Jane's Addiction,Ritual De Lo Habitual,Been Caught Stealing,4Qievb8Mqy0qxdLNVl02zt,1990,55,0.639,0.929,0,-4.762,1,0.212,0.0501,0.242,0.688,103.758,214707,4
Alice In Chains,The Essential Alice In Chains,Man in the Box,6PvpKM4BW48ic8cbM4Vxcg,2006,42,0.337,0.849,8,-4.604,1,0.0456,0,0.0904,0.685,106.395,286707,4
Alannah Myles,Alannah Myles,Black Velvet,1KU5EHSz04JhGg3rReGJ0N,1989,70,0.754,0.366,8,-10.07,1,0.0312,9.04e-05,0.106,0.469,91.147,287440,4
Van Halen,For Unlawful Carnal Knowledge,Poundcake,0kegYC78JtbNsw6n51unh0,1991,44,0.49,0.91,4,-9.84,1,0.0404,0.141,0.0605,0.281,105.451,319440,4
Rush,Roll the Bones (2004 Remaster),Dreamline - 2004 Remaster,1hM2HXmeYuEe1VTf0O1IFU,1991,39,0.628,0.884,9,-9.174,1,0.0389,0.0156,0.336,0.59,146.429,276813,4
Dire Straits,On Every Street (Remaster),Heavy Fuel,5rEEkF2wZsHfFHTaEknuji,1991,40,0.617,0.811,9,-8.017,1,0.0275,0.0522,0.227,0.768,131.997,310707,4
AC/DC,Backtracks,Big Gun,7zjzu90Q4mtNNaE9Ol9Zbv,2009,58,0.569,0.901,9,-5.197,1,0.0544,0.26,0.16,0.839,133.194,259413,4
Damn Yankees,Damn Yankees,High Enough,5t5rCnsgRBtcKqTB7SbD1Q,1990,59,0.273,0.537,2,-9.612,1,0.0306,0,0.0922,0.232,81.814,287320,4
Collective Soul,Collective Soul,December,2PrUKG4kAO27esFEtQu9rL,1995,0,0.684,0.645,0,-5.707,1,0.0272,0.00432,0.18,0.366,121.995,285000,4
The Goo Goo Dolls,A Boy Named Goo,Million Miles Away - Live,14jaMQkUjdrPb9LavLfDFW,1995,4,0.243,0.987,9,-4.192,1,0.189,0.000117,0.923,0.473,187.042,172080,4
Red Hot Chili Peppers,One Hot Minute (Deluxe Edition),My Friends,6HksxcBzMVdT17aq1Q79Xe,1995,61,0.439,0.709,0,-3.545,1,0.026,0.00152,0.131,0.319,81.331,248640,4
Metallica,Load,Until It Sleeps,63aVbch5VRXtQnCITdeDTZ,1996,55,0.562,0.919,8,-4.458,0,0.0293,0.113,0.142,0.728,113.357,269573,4
Stone Temple Pilots,Tiny Music...Songs from the Vatican Gift Shop,Trippin' on a Hole in a Paper Heart,2gdtLnVGGg80Kj9GiqP0vH,1996,60,0.47,0.989,7,-3.857,1,0.0632,0.00161,0.157,0.446,106.479,175920,4
Buckcherry,Buckcherry,Lit Up,1OBMSzh2ocRqK2gUFaMBSM,1999,62,0.652,0.871,5,-3.136,0,0.034,1.23e-05,0.357,0.938,128.822,215560,4
Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,1G391cbiT3v3Cywg8T7DM1,1999,79,0.595,0.717,0,-4.803,1,0.0295,0.00274,0.108,0.547,88.969,215907,4
Metallica,"Garage, Inc.",Turn The Page,7HPhrbgMHV5cUskknWA2oo,1998,59,0.422,0.818,8,-3.941,1,0.0319,0.0137,0.0931,0.228,149.045,366400,4
Stone Temple Pilots,Only Dying (Demo Edit),Only Dying - Demo Edit,1YUpPVItgM6nYkordbSRLK,2017,24,0.432,0.856,5,-8.52,1,0.0341,6.1e-05,0.0421,0.515,143.42,283155,4
The Offspring,Greatest Hits,Self Esteem,6EsBn1Md8C5YdbCzvwvZq8,2005,1,0.458,0.912,5,-3.666,1,0.0618,0,0.363,0.611,104.522,257760,4
Florida Georgia Line,This Is How We Roll (Remix),This Is How We Roll - Remix,3Hs4ytyLFzB2HKk2ZSohko,2014,52,0.591,0.749,8,-4.145,1,0.0293,0,0.195,0.595,132.08,206960,4
"DJDS, Khalid, Empress Of",Why Don't You Come On,Why Don't You Come On,1zOrNX2Rp00WGJzNJUfj0V,2017,41,0.67,0.677,1,-5.554,1,0.0664,0,0.188,0.348,128.088,199980,4
Sheppard,Bombs Away,Smile,1iAQYy8QPlnS9cVWG9KFqg,2015,24,0.699,0.744,9,-5.776,1,0.0497,4.58e-06,0.361,0.642,96.979,230278,4
Tyrone Wells,Metal & Wood,Happy as the Sun,1y3inOvjbVkdHOCl9LnACl,2010,0,0.763,0.246,5,-13.204,1,0.0445,0,0.106,0.654,124.97,164640,4
Canopy Climbers,Home Away from Home,Home Away from Home,0MaDLHCiHmW4wZERHhz9QA,2016,40,0.669,0.519,8,-10.082,1,0.0278,1.63e-06,0.0961,0.396,109.998,241091,4
Twenty One Pilots,Vessel,House of Gold,36tghkPg1AO4HsAzo6YpPp,2013,68,0.68,0.693,0,-7.234,1,0.0435,0,0.208,0.851,114.948,163880,4
AJR,Living Room,Growing Old on Bleecker Street,3n622hniaMFIJ6Dbf6B1WS,2013,48,0.714,0.449,8,-10.816,1,0.0374,6.13e-05,0.096,0.719,96.041,203093,4
Yael Naim,Yael Naïm,New Soul,476JcJ3TpAuCOlGdCmomGm,2007,54,0.769,0.371,0,-8.522,1,0.0326,3.73e-05,0.106,0.653,100.001,225107,4
Mandy Harvey,Mara's Song,Mara's Song,6gvqSzbef5bq2X8SFt349y,2016,26,0.608,0.207,9,-9.008,1,0.034,2.31e-06,0.0796,0.23,77.305,183000,4
Dawes,All Your Favorite Bands,All Your Favorite Bands,0HOvoZ4m0aJp6vY4fVrI51,2015,49,0.427,0.396,7,-7.725,1,0.0304,2e-06,0.102,0.369,133.131,215360,4
The Avett Brothers,The Carpenter,Live And Die,19n9s9SfnLtwPEODqk8KCT,2012,52,0.585,0.779,11,-5.083,1,0.0269,1.77e-06,0.151,0.58,118.015,271187,4
Robbie Seay Band,Give Yourself Away,New Day,1Jc3DqBxWynXZPQLmOEHEe,2007,36,0.501,0.629,2,-5.227,1,0.0278,0,0.228,0.454,143.926,245440,4
John Mayer,Continuum,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,2006,72,0.578,0.756,2,-5.82,1,0.115,0.000232,0.249,0.663,176.739,201173,4
Matt Simons,Catch & Release (Deepend Remix),Catch & Release - Deepend Remix,4X99feVnw46VIk2VNqWWL3,2015,48,0.834,0.55,1,-8.622,0,0.0451,0.000476,0.109,0.142,105.008,195573,4
The Head And The Heart,The Head and the Heart,Lost in My Mind,3gvAGvbMCRvVDDp8ZaIPV5,2010,0,0.375,0.546,2,-8.16,1,0.0294,0.000312,0.278,0.37,95.361,259120,4
Eagles,Eagles (2013 Remaster),Take It Easy - 2013 Remaster,4yugZvBYaoREkJKtbG08Qr,1972,76,0.575,0.67,7,-10.39,1,0.0318,4.95e-06,0.129,0.74,139.191,211578,4
High Dive Heart,Vintage,Vintage,6OZN0x5aVfM4MBGD3lJStU,2015,25,0.42,0.739,1,-6.905,1,0.117,0,0.217,0.512,124.254,234491,4
Nick Jonas,Camp Rock 2: The Final Jam,"Introducing Me - From ""Camp Rock 2: The Final Jam""",74tQaH4CxM5Rs9BzerEbHr,2010,64,0.513,0.496,11,-6.049,1,0.0511,0,0.106,0.676,113.072,186893,4
Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,2006,76,0.739,0.511,9,-7.844,1,0.0362,1.34e-06,0.133,0.542,96.038,215360,4
DISPATCH,Bang Bang,The General,6n6EXIwLtNwe4u4CFzENYm,1997,62,0.541,0.675,10,-6.136,1,0.192,0,0.107,0.686,91.09,246920,4
Michael Kiwanuka,Home Again,Home Again,46EuzanXhKwIc7755wLAvS,2012,52,0.524,0.321,9,-11.452,0,0.032,0,0.124,0.27,85.328,212373,4
The Tallest Man On Earth,Shallow Grave,The Gardener,6oI3Inlpzlik5e7cy4Sdi8,2008,0,0.496,0.533,3,-4.979,0,0.0264,0,0.131,0.415,95.477,237000,4
The Black Atlantic,Reverence for Fallen Trees,Dandelion,0BLMP4x0z0Mfv3PUu11IGR,2009,0,0.769,0.284,7,-15.914,1,0.0401,0.0264,0.104,0.828,124.128,159733,4
Colbie Caillat,All Of You,I Do,42loEE51UDcecom9K8K4ei,2011,59,0.655,0.877,9,-5.656,1,0.0329,0,0.0785,0.958,144.877,173360,4
Don McLean,The Best Of Don McLean,American Pie,2QgWuCtBpNIpl5trmKCxRf,1988,67,0.526,0.509,7,-10.893,1,0.0628,0,0.144,0.497,138.318,515867,4
Rick Springfield,Working Class Dog,Jessie's Girl,5RsUlxLto4NZbhJpqJbHfN,1981,70,0.727,0.834,2,-5.851,1,0.0496,0,0.105,0.816,131.7,194120,4
"Imagine Dragons, Khalid",Thunder / Young Dumb & Broke (with Khalid) [Medley],Thunder / Young Dumb & Broke (with Khalid) - Medley,7ER7vcy7u2ajg5IV45WBFw,2017,62,0.439,0.681,0,-5.516,1,0.15,0.000232,0.395,0.3,168.082,251284,4
Coldplay,Kaleidoscope EP,All I Can Think About Is You,6V6goat94tTJOWXXKZstNX,2017,58,0.352,0.711,5,-6.412,1,0.0334,0.701,0.0683,0.422,73.161,274587,4
Imagine Dragons,Evolve,Believer,1NtIMM4N0cFa1dNzN15chl,2017,0,0.772,0.78,10,-4.288,0,0.108,0,0.119,0.719,124.988,204347,4
Travis Scott,BUTTERFLY EFFECT,BUTTERFLY EFFECT,1yxgsra98r3qAtxqiGZPiX,2017,0,0.763,0.598,11,-6.865,1,0.0539,0,0.112,0.182,140.987,190678,4
Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Footloose,6W2VbtvMrDXm5vYeB7amkO,1997,72,0.546,0.895,9,-7.189,1,0.0579,1.42e-05,0.0768,0.494,174.089,220707,4
Toby Keith,Clancy's Tavern (Deluxe Edition),Made In America,68iwafs32FXpAIDWqU8wdU,2011,0,0.497,0.726,9,-6.08,1,0.0303,0,0.109,0.356,172.107,193133,4
Europe,The Final Countdown (Expanded Edition),The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,1986,77,0.529,0.843,6,-6.908,0,0.0616,0.000827,0.0608,0.188,117.662,310333,4
Thomas Rhett,It Goes Like This,All-American Middle Class White Boy,1iARsM5ytbtop4aCn7jAU5,2013,37,0.629,0.795,5,-4.697,1,0.042,0,0.324,0.843,136.991,176987,4
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,4ylWMuGbMXNDgDd8lErEle,2017,71,0.417,0.824,11,-7.36,0,0.105,0.0545,0.0725,0.4,157.92,302147,4
Ziv Zaifman,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,2017,73,0.265,0.312,7,-11.689,1,0.0569,0,0.0893,0.0998,54.747,269453,3
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),Come Alive,5xNUR50KxswPRAvx7S163g,2017,67,0.702,0.77,7,-9.411,1,0.128,0.000802,0.211,0.235,118.034,225933,4
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),The Other Side,2cKovq3l6OJjhVVDbVKOsr,2017,71,0.638,0.795,0,-8.45,1,0.302,0.00139,0.153,0.31,153.99,214373,4
Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,2017,74,0.277,0.394,8,-8.903,1,0.0336,0,0.0952,0.227,86.777,207787,3
Keala Settle,The Greatest Showman (Original Motion Picture Soundtrack),This Is Me,45aBsnKRWUzhwbcqOJLwfe,2017,73,0.284,0.704,2,-7.276,1,0.186,0.000115,0.0424,0.1,191.702,234707,4
Zac Efron,The Greatest Showman (Original Motion Picture Soundtrack),Rewrite The Stars,65fpYBrI8o2cfrwf2US4gq,2017,72,0.684,0.619,10,-7.005,1,0.0386,0,0.122,0.284,125.046,217440,4
Michelle Williams,The Greatest Showman (Original Motion Picture Soundtrack),Tightrope,0GVuLQtPXFaL18ijEOqoAa,2017,67,0.351,0.331,9,-10.316,1,0.0382,9.14e-06,0.0919,0.191,161.564,234360,3
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),From Now On,3IkWmgGsXbsafrunwPojXO,2017,70,0.516,0.518,4,-10.383,1,0.04,0.00895,0.585,0.0834,108.027,349560,4
Kesha,This Is Me (From The Greatest Showman),This Is Me (From the Greatest Showman),3lCHADWP8ohxnfBiUqAN3o,2017,56,0.382,0.638,11,-4.516,0,0.041,0,0.16,0.15,94.44,234886,4
Jacob Sutherland,The Greatest Showman Medley: Come Alive / This Is Me / From Now On,The Greatest Showman Medley: Come Alive / This Is Me / From Now On,0c0htzXZXehsu1ve7oyV8r,2018,0,0.519,0.499,0,-8.649,0,0.0603,1.04e-05,0.0743,0.264,108.012,264351,4
"Maite Perroni, The Greatest Showman Ensemble",Asi Soy,Asi Soy - Mexico Version,0MaP6uyxXBAjIe7VLsFP5j,2017,38,0.395,0.681,2,-7.712,1,0.046,0,0.0878,0.182,95.943,235600,4
"Jack Ü, Skrillex, Diplo, Justin Bieber",Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,2015,73,0.432,0.781,4,-4.038,0,0.0567,4.21e-06,0.0789,0.197,139.432,250286,4
Jonas Brothers,Jonas Brothers,S.O.S.,5hbytEkl5hUB5iRb0cCtZi,2007,0,0.598,0.685,7,-3.873,1,0.0679,0,0.149,0.712,137.035,153347,4
Jason Derulo,Jason Derulo (Deluxe Audio),Whatcha Say,2zJZwWF7BTGIIvrAlgzJEx,2010,58,0.615,0.711,11,-5.507,1,0.0779,0,0.145,0.711,144.036,221253,4
Jordin Sparks,Jordin Sparks,No Air (feat. Chris Brown),519tXYJVcrpEMqV2BMbh6E,2007,0,0.466,0.759,8,-4.978,0,0.199,0,0.0587,0.328,160.033,264373,4
Pat Benatar,Tropico,We Belong,665Jxlgi1HamPKbW1vwzx4,1984,67,0.706,0.322,5,-14.108,1,0.0467,2.37e-06,0.576,0.305,135.154,221133,4
Mariah Carey,The Emancipation of Mimi,We Belong Together,3LmvfNUQtglbTrydsdIqFU,2005,69,0.837,0.462,0,-7.89,1,0.0601,0,0.09,0.762,139.986,201400,4
Céline Dion,Falling Into You,It's All Coming Back to Me Now,2JRicL2f8tJl9TiQlH7vbJ,1996,0,0.384,0.438,0,-9.149,1,0.0361,0,0.101,0.286,87.624,456867,4
Usher,DJ Got Us Fallin' In Love,DJ Got Us Fallin' In Love,5tXyNhNcsnn7HbcABntOSf,2010,0,0.666,0.878,7,-2.85,0,0.0973,0,0.0828,0.669,119.932,222160,4
MKTO,MKTO,American Dream,3JMAdPq5TUOKBGsTATjLEH,2012,61,0.554,0.767,0,-5.043,1,0.0497,0,0.231,0.497,122.846,225747,4
Belinda Carlisle,Heaven On Earth,Heaven Is A Place On Earth,58mFu3oIpBa0HLNeJIxsw3,1987,58,0.64,0.81,4,-10.19,1,0.033,2.22e-06,0.0492,0.804,122.868,247293,4
Edwin McCain,Misguided Roses,I'll Be,5K7AMlpc4796JRWXb26nCV,1997,67,0.371,0.609,11,-5.524,1,0.0295,0,0.104,0.426,136.526,266533,3
Lonestar,Playlist: The Very Best Of Lonestar,My Front Porch Looking In,2CVJECHIdpe8otFH0XFI4F,1995,55,0.529,0.811,5,-5.62,1,0.0511,0,0.311,0.454,102.703,223573,4
Rascal Flatts,Feels Like Today,Bless The Broken Road,4YjjNHtEsTX6Af4mCTupT5,2004,69,0.591,0.45,0,-6.369,1,0.0266,2.23e-05,0.159,0.344,135.893,226680,4
Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,5EWPGh7jbTNO2wakv8LjUI,1973,76,0.249,0.834,0,-8.21,1,0.0577,9.48e-05,0.0924,0.338,118.223,547107,4
Tim McGraw,Number One Hits,Live Like You Were Dying,5uaTGZyDMK1iZ9eW1qeBEX,2010,51,0.416,0.546,7,-7.728,1,0.0297,0,0.0845,0.418,159.929,300333,4
Rascal Flatts,Me And My Gang,My Wish,6Gfmj0HbpvxTdW0sdlzTDU,2006,65,0.548,0.769,4,-4.853,1,0.0312,5.53e-06,0.0867,0.388,135.712,248280,4
Lady A,Lady Antebellum,I Run To You,2YVCkTYJpv5jelYrHYoEG8,2008,59,0.655,0.786,3,-4.451,1,0.034,5.99e-05,0.124,0.378,113.964,256013,4
Zac Brown Band,Uncaged,Day That I Die (feat. Amos Lee),5tMdNsKOlNr0iUFtSE1BwG,2012,0,0.615,0.614,3,-5.233,1,0.0331,0,0.122,0.517,153.783,292747,4
Keith Urban,Greatest Hits,Days Go By,6MMAUZfcDKtjbljNowTCuf,2007,43,0.587,0.895,2,-3.166,1,0.0355,0,0.141,0.73,131.962,229533,4
Rascal Flatts,Unstoppable,Summer Nights,27rSEMh30XdxOgQX7AKSaM,2009,0,0.541,0.895,2,-4.884,1,0.0367,0,0.571,0.657,102.078,242027,4
Rascal Flatts,Melt,Mayberry,04rZkq3ihHmGNfKPgBiTX1,2002,51,0.635,0.852,11,-4.243,1,0.0375,0,0.149,0.351,88.028,272987,4
Rascal Flatts,Melt,Love You Out Loud,2WsWOqZk5YKJD1WTGKihRp,2002,41,0.621,0.874,8,-2.823,1,0.0338,0,0.287,0.712,97.079,185493,4
Rascal Flatts,Me And My Gang,Backwards,2Q8SDquWsdCfxlkMO3YECO,2006,43,0.64,0.929,7,-4.379,1,0.0808,0,0.229,0.572,122.759,228760,4
Faith Hill,Fireflies,Mississippi Girl,79YeQbd1p7MsuT7wHQLRYY,2005,52,0.499,0.765,9,-4.148,1,0.0521,0,0.0509,0.665,83.916,232707,4
R. Kelly,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",The World's Greatest,6QeMRyd3BmSfJbaNay3dpe,2013,49,0.661,0.604,11,-6.436,0,0.0358,0,0.0469,0.721,95.971,277600,4
Drake,Scary Hours,God's Plan,2XW4DbS6NddZxRPm5rMCeY,2018,0,0.758,0.448,7,-9.441,1,0.103,8.67e-05,0.558,0.373,77.176,198960,4
Ayo & Teo,Rolex,Rolex,0pSBuHjILhNEo55xK1zrRt,2017,69,0.804,0.886,1,-2.512,1,0.04,0,0.266,0.789,144.946,238587,4
Roy Purdy,Pink and Green,Pink and Green,1UZlnzG10o4rE7wM8HUqVh,2017,36,0.944,0.624,2,-3.983,1,0.111,0,0.147,0.223,138.993,156259,4
Drake,Views,One Dance,1zi7xx7UVEFkmKfv06H8x0,2016,84,0.792,0.625,1,-5.609,1,0.0536,0.0018,0.329,0.37,103.967,173987,4
Moon Taxi,Let The Record Play,Two High,5huOzlgCK7PsMSG4TFBvKY,2018,53,0.68,0.735,11,-5.553,0,0.0482,0.00132,0.109,0.523,106.994,213120,4
"Zedd, Maren Morris, Grey",The Middle,The Middle,2ARqIya5NAuvFVHSN3bL0m,2018,0,0.748,0.652,7,-3.02,1,0.058,0,0.128,0.431,106.914,184732,4
Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,2016,79,0.556,0.538,8,-5.408,0,0.0382,0,0.196,0.291,143.95,223347,4
Walker Hayes,boom.,Craig,6YmWSu43kuuKGoYYgHrb1r,2017,41,0.493,0.532,0,-10.561,1,0.239,0,0.347,0.561,83.668,190107,4
Maroon 5,Songs About Jane: 10th Anniversary Edition,This Love,6ECp64rv50XVz93WvxXMGF,2002,79,0.712,0.862,5,-4.612,0,0.0378,0,0.093,0.809,95.051,206200,4
Bryce Vine,Lazy Fair,Sour Patch Kids,1Pyxh8ERS8aouSSOQVvVsz,2014,45,0.483,0.777,4,-5.049,1,0.0618,1.94e-05,0.209,0.572,153.054,252560,4
Thomas Rhett,Tangled Up (Deluxe),I Feel Good,1qH2p20N5CoKD29xDzFVZ7,2016,29,0.836,0.584,3,-7.228,0,0.0366,0,0.064,0.965,106.97,195427,4
Axwell /\ Ingrosso,More Than You Know,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,2017,79,0.646,0.741,5,-4.973,0,0.034,0,0.312,0.571,123.077,203000,4
Edward Sharpe & The Magnetic Zeros,Up From Below,Home,10ViidwjGLCfVtGPfdcszR,2009,1,0.545,0.59,2,-6.693,1,0.0327,0.000389,0.124,0.127,111.739,306320,4
JP Cooper,September Song,September Song,0DNk7lEqDGCN6nDD0H8emF,2016,0,0.623,0.656,0,-5.608,0,0.0416,0,0.0855,0.366,95.878,220291,4
Wrabel,11 Blocks,11 Blocks,7nZBRPj89rgeZ5eBLp2J7P,2016,53,0.553,0.711,0,-4.275,1,0.0378,0,0.142,0.293,99.515,222213,4
Robin Thicke,Blurred Lines (Deluxe Bonus Track Version),Blurred Lines,6Yqwz5ZgwWDE4znrcDwJWO,2014,23,0.853,0.599,7,-4.756,1,0.0411,7.93e-06,0.0759,0.843,119.993,263827,4
